,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
13710,MZ182246,Unassigned,Unassigned,Unassigned,737_0,Clustered,52,VC_737_0,52,0.807,1.0,0.807,0,0,0,1.0
13711,MZ182247,Unassigned,Unassigned,Unassigned,1157_0,Clustered,31,VC_1157_0,31,0.9955,1.0,0.9955,0,0,0,1.0
13712,MZ188976,Unassigned,Unassigned,Unassigned,262_0,Clustered,14,VC_262_0,14,0.8772,1.0,0.8772,0,0,0,0.967
13713,MZ189261,Unassigned,Unassigned,Unassigned,302_2,Clustered/Singleton,1,VC_302_2,1,0.0,0.0,0.0,0,0,0,1.0
13714,MZ189262,Unassigned,Unassigned,Unassigned,296_200,Clustered/Singleton,1,VC_296_200,1,0.0,0.0,0.0,0,0,0,1.0
13715,MZ208805,Unassigned,Unassigned,Unassigned,123_0,Clustered,100,VC_123_0,100,0.9746,1.0,0.9746,0,0,0,1.0
13716,MZ209299,Unassigned,Unassigned,Unassigned,570_89,Clustered/Singleton,1,VC_570_89,1,0.0,0.0,0.0,0,0,0,1.0
13717,MZ209300,Unassigned,Unassigned,Unassigned,882_0,Clustered,18,VC_882_0,18,0.8381,1.0,0.8381,0,0,0,1.0
13718,MZ209301,Unassigned,Unassigned,Unassigned,879_1,Clustered,29,VC_879_1,29,0.8989,1.0,0.8989,0,0,0,1.0
13719,MZ209302,Unassigned,Unassigned,Unassigned,1477_0,Clustered,4,VC_1477_0,4,0.6172,0.99995146,0.6172,0,0,0,1.0
13720,MZ209303,Unassigned,Unassigned,Unassigned,1459_0,Clustered,26,VC_1459_0,26,0.7397,1.0,0.7397,0,0,0,1.0
13721,MZ209304,Unassigned,Unassigned,Unassigned,1644_0,Clustered,81,VC_1644_0,81,1.0,0.0,0.0,0,0,0,1.0
13722,MZ209305,Unassigned,Unassigned,Unassigned,232_5,Clustered,2,VC_232_5,2,0.0094,0.91495165,0.0086,0,0,0,1.0
13723,MZ209306,Unassigned,Unassigned,Unassigned,606_0,Clustered,21,VC_606_0,21,0.9906,1.0,0.9906,0,0,0,1.0
13724,MZ209307,Unassigned,Unassigned,Unassigned,882_0,Clustered,18,VC_882_0,18,0.8381,1.0,0.8381,0,0,0,1.0
13725,MZ218124,Unassigned,Unassigned,Unassigned,1448_0,Clustered,2,VC_1448_0,2,0.3051,0.91196876,0.2782,0,0,0,1.0
13726,MZ220765,Unassigned,Unassigned,Unassigned,133_0,Clustered,3,VC_133_0,3,0.1078,0.99658594,0.1074,0,0,0,1.0
13727,MZ220766,Unassigned,Unassigned,Unassigned,417_0,Clustered,128,VC_417_0,128,0.9618,1.0,0.9618,0,0,0,1.0
13728,MZ221764,Unassigned,Unassigned,Unassigned,1240_0,Clustered,104,VC_1240_0,104,0.9119,1.0,0.9119,0,0,0,0.9927
13729,MZ223858,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
13730,MZ229661,Unassigned,Unassigned,Unassigned,944_0,Clustered,32,VC_944_0,32,0.8635,1.0,0.8635,0,0,0,1.0
13731,MZ230992,Unassigned,Unassigned,Unassigned,1662_0,Clustered,11,VC_1662_0,11,0.974,1.0,0.974,0,0,0,1.0
13732,MZ230993,Unassigned,Unassigned,Unassigned,1662_0,Clustered,11,VC_1662_0,11,0.974,1.0,0.974,0,0,0,1.0
13733,MZ230994,Unassigned,Unassigned,Unassigned,1662_0,Clustered,11,VC_1662_0,11,0.974,1.0,0.974,0,0,0,1.0
13734,MZ230995,Unassigned,Unassigned,Unassigned,1662_0,Clustered,11,VC_1662_0,11,0.974,1.0,0.974,0,0,0,1.0
13735,MZ230996,Unassigned,Unassigned,Unassigned,1662_0,Clustered,11,VC_1662_0,11,0.974,1.0,0.974,0,0,0,1.0
13736,MZ230997,Unassigned,Unassigned,Unassigned,1662_0,Clustered,11,VC_1662_0,11,0.974,1.0,0.974,0,0,0,1.0
13737,MZ230998,Unassigned,Unassigned,Unassigned,1662_0,Clustered,11,VC_1662_0,11,0.974,1.0,0.974,0,0,0,1.0
13738,MZ230999,Unassigned,Unassigned,Unassigned,1662_0,Clustered,11,VC_1662_0,11,0.974,1.0,0.974,0,0,0,1.0
13739,MZ231000,Unassigned,Unassigned,Unassigned,1662_0,Clustered,11,VC_1662_0,11,0.974,1.0,0.974,0,0,0,1.0
13740,MZ231001,Unassigned,Unassigned,Unassigned,1662_0,Clustered,11,VC_1662_0,11,0.974,1.0,0.974,0,0,0,1.0
13741,MZ234008,Unassigned,Unassigned,Unassigned,1153_0,Clustered,70,VC_1153_0,70,0.9771,1.0,0.9771,0,0,0,1.0
13742,MZ234009,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
13743,MZ234010,Unassigned,Unassigned,Unassigned,682_0,Clustered,46,VC_682_0,46,0.777,1.0,0.777,0,0,0,1.0
13744,MZ234011,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
13745,MZ234012,Unassigned,Unassigned,Unassigned,477_0,Clustered,59,VC_477_0,59,0.7818,1.0,0.7818,0,0,0,1.0
13746,MZ234013,Unassigned,Unassigned,Unassigned,296_150,Clustered/Singleton,1,VC_296_150,1,0.0,0.0,0.0,0,0,0,1.0
13747,MZ234014,Unassigned,Unassigned,Unassigned,1153_0,Clustered,70,VC_1153_0,70,0.9771,1.0,0.9771,0,0,0,1.0
13748,MZ234015,Unassigned,Unassigned,Unassigned,898_0,Clustered,13,VC_898_0,13,0.233,1.0,0.233,0,0,0,1.0
13749,MZ234016,Unassigned,Unassigned,Unassigned,1153_0,Clustered,70,VC_1153_0,70,0.9771,1.0,0.9771,0,0,0,1.0
13750,MZ234017,Unassigned,Unassigned,Unassigned,898_0,Clustered,13,VC_898_0,13,0.233,1.0,0.233,0,0,0,1.0
13751,MZ234018,Unassigned,Unassigned,Unassigned,296_81,Clustered/Singleton,1,VC_296_81,1,0.0,0.0,0.0,0,0,0,1.0
13752,MZ234019,Unassigned,Unassigned,Unassigned,477_0,Clustered,59,VC_477_0,59,0.7818,1.0,0.7818,0,0,0,1.0
13753,MZ234020,Unassigned,Unassigned,Unassigned,477_0,Clustered,59,VC_477_0,59,0.7818,1.0,0.7818,0,0,0,1.0
13754,MZ234021,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
13755,MZ234022,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
13756,MZ234023,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
13757,MZ234024,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
13758,MZ234025,Unassigned,Unassigned,Unassigned,302_21,Clustered/Singleton,1,VC_302_21,1,0.0,0.0,0.0,0,0,0,1.0
13759,MZ234026,Unassigned,Unassigned,Unassigned,1153_0,Clustered,70,VC_1153_0,70,0.9771,1.0,0.9771,0,0,0,1.0
13760,MZ234027,Unassigned,Unassigned,Unassigned,296_145,Clustered,10,VC_296_145,10,0.0236,1.0,0.0236,0,0,0,0.8
13761,MZ234028,Unassigned,Unassigned,Unassigned,898_1,Clustered,27,VC_898_1,27,0.5605,1.0,0.5605,0,0,0,1.0
13762,MZ234029,Unassigned,Unassigned,Unassigned,1153_0,Clustered,70,VC_1153_0,70,0.9771,1.0,0.9771,0,0,0,1.0
13763,MZ234030,Unassigned,Unassigned,Unassigned,296_145,Clustered,10,VC_296_145,10,0.0236,1.0,0.0236,0,0,0,0.8
13764,MZ234031,Unassigned,Unassigned,Unassigned,296_100,Clustered,3,VC_296_100,3,0.0048,0.99558889,0.0048,0,0,0,1.0
13765,MZ234032,Unassigned,Unassigned,Unassigned,477_0,Clustered,59,VC_477_0,59,0.7818,1.0,0.7818,0,0,0,1.0
13766,MZ234033,Unassigned,Unassigned,Unassigned,1245_0,Clustered,36,VC_1245_0,36,0.7798,1.0,0.7798,0,0,0,1.0
13767,MZ234034,Unassigned,Unassigned,Unassigned,296_145,Clustered,10,VC_296_145,10,0.0236,1.0,0.0236,0,0,0,0.8
13768,MZ234035,Unassigned,Unassigned,Unassigned,296_100,Clustered,3,VC_296_100,3,0.0048,0.99558889,0.0048,0,0,0,1.0
13769,MZ234036,Unassigned,Unassigned,Unassigned,296_145,Clustered,10,VC_296_145,10,0.0236,1.0,0.0236,0,0,0,0.8
13770,MZ234037,Unassigned,Unassigned,Unassigned,296_145,Clustered,10,VC_296_145,10,0.0236,1.0,0.0236,0,0,0,0.8
13771,MZ234038,Unassigned,Unassigned,Unassigned,296_100,Clustered,3,VC_296_100,3,0.0048,0.99558889,0.0048,0,0,0,1.0
13772,MZ234039,Unassigned,Unassigned,Unassigned,296_145,Clustered,10,VC_296_145,10,0.0236,1.0,0.0236,0,0,0,0.8
13773,MZ234040,Unassigned,Unassigned,Unassigned,296_145,Clustered,10,VC_296_145,10,0.0236,1.0,0.0236,0,0,0,0.8
13774,MZ234041,Unassigned,Unassigned,Unassigned,296_145,Clustered,10,VC_296_145,10,0.0236,1.0,0.0236,0,0,0,0.8
13775,MZ234042,Unassigned,Unassigned,Unassigned,296_144,Clustered,3,VC_296_144,3,0.005,0.9859583,0.0049,0,0,0,1.0
13776,MZ234043,Unassigned,Unassigned,Unassigned,296_145,Clustered,10,VC_296_145,10,0.0236,1.0,0.0236,0,0,0,0.8
13777,MZ234044,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
13778,MZ234045,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
13779,MZ234046,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
13780,MZ234047,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
13781,MZ234048,Unassigned,Unassigned,Unassigned,682_0,Clustered,46,VC_682_0,46,0.777,1.0,0.777,0,0,0,1.0
13782,MZ234049,Unassigned,Unassigned,Unassigned,477_0,Clustered,59,VC_477_0,59,0.7818,1.0,0.7818,0,0,0,1.0
13783,MZ234050,Unassigned,Unassigned,Unassigned,477_0,Clustered,59,VC_477_0,59,0.7818,1.0,0.7818,0,0,0,1.0
13784,MZ234051,Unassigned,Unassigned,Unassigned,296_144,Clustered,3,VC_296_144,3,0.005,0.9859583,0.0049,0,0,0,1.0
13785,MZ234052,Unassigned,Unassigned,Unassigned,296_144,Clustered,3,VC_296_144,3,0.005,0.9859583,0.0049,0,0,0,1.0
13786,MZ234053,Unassigned,Unassigned,Unassigned,296_145,Clustered,10,VC_296_145,10,0.0236,1.0,0.0236,0,0,0,0.8
13787,MZ272341,Unassigned,Unassigned,Unassigned,737_0,Clustered,52,VC_737_0,52,0.807,1.0,0.807,0,0,0,1.0
13788,MZ274225,Unassigned,Unassigned,Unassigned,681_0,Clustered,120,VC_681_0,120,0.7257,1.0,0.7257,0,0,0,0.8923
13789,MZ274304,Unassigned,Unassigned,Unassigned,573_0,Clustered,25,VC_573_0,25,0.4604,1.0,0.4604,0,0,0,1.0
13790,MZ274305,Unassigned,Unassigned,Unassigned,602_2,Clustered,17,VC_602_2,17,0.0955,1.0,0.0955,0,0,0,0.9779
13791,MZ274306,Unassigned,Unassigned,Unassigned,570_36,Clustered/Singleton,1,VC_570_36,1,0.0,0.0,0.0,0,0,0,1.0
13792,MZ274307,Unassigned,Unassigned,Unassigned,1644_0,Clustered,81,VC_1644_0,81,1.0,0.0,0.0,0,0,0,1.0
13793,MZ274308,Unassigned,Unassigned,Unassigned,1323_0,Clustered,6,VC_1323_0,6,0.6762,1.0,0.6762,0,0,0,1.0
13794,MZ274309,Unassigned,Unassigned,Unassigned,1459_0,Clustered,26,VC_1459_0,26,0.7397,1.0,0.7397,0,0,0,1.0
13795,MZ285878,Unassigned,Unassigned,Unassigned,83_8,Clustered,34,VC_83_8,34,0.2019,1.0,0.2019,0,0,0,0.8556
13796,MZ285879,Unassigned,Unassigned,Unassigned,672_0,Clustered,22,VC_672_0,22,0.8297,1.0,0.8297,0,0,0,1.0
13797,MZ291552,Unassigned,Unassigned,Unassigned,296_25,Clustered,5,VC_296_25,5,0.0104,0.9999993,0.0104,0,0,0,1.0
13798,MZ292654,Unassigned,Unassigned,Unassigned,528_0,Clustered,39,VC_528_0,39,0.3081,1.0,0.3081,0,0,0,1.0
13799,MZ308445,Unassigned,Unassigned,Unassigned,271_0,Clustered,41,VC_271_0,41,0.5506,1.0,0.5506,0,0,0,1.0
13800,MZ311861,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
13801,MZ311862,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
13802,MZ311863,Unassigned,Unassigned,Unassigned,349_21,Clustered/Singleton,1,VC_349_21,1,0.0,0.0,0.0,0,0,0,1.0
13803,MZ311864,Unassigned,Unassigned,Unassigned,631_5,Clustered,2,VC_631_5,2,0.016,0.70917592,0.0113,0,0,0,1.0
13804,MZ311865,Unassigned,Unassigned,Unassigned,302_9,Clustered,8,VC_302_9,8,0.0482,0.99978454,0.0482,0,0,0,0.7143
13805,MZ318361,Unassigned,Unassigned,Unassigned,417_0,Clustered,128,VC_417_0,128,0.9618,1.0,0.9618,0,0,0,1.0
13806,MZ318362,Unassigned,Unassigned,Unassigned,417_0,Clustered,128,VC_417_0,128,0.9618,1.0,0.9618,0,0,0,1.0
13807,MZ318363,Unassigned,Unassigned,Unassigned,417_0,Clustered,128,VC_417_0,128,0.9618,1.0,0.9618,0,0,0,1.0
13808,MZ322004,Unassigned,Unassigned,Unassigned,346_36,Clustered,17,VC_346_36,17,0.0715,1.0,0.0715,0,0,0,0.7132
13809,MZ322006,Unassigned,Unassigned,Unassigned,1644_0,Clustered,81,VC_1644_0,81,1.0,0.0,0.0,0,0,0,1.0
13810,MZ322007,Unassigned,Unassigned,Unassigned,238_0,Clustered,39,VC_238_0,39,0.9167,1.0,0.9167,0,0,0,1.0
13811,MZ322008,Unassigned,Unassigned,Unassigned,1644_0,Clustered,81,VC_1644_0,81,1.0,0.0,0.0,0,0,0,1.0
13812,MZ322009,Unassigned,Unassigned,Unassigned,1388_0,Clustered,16,VC_1388_0,16,0.4631,1.0,0.4631,0,0,0,1.0
13813,MZ322010,Unassigned,Unassigned,Unassigned,841_0,Clustered,37,VC_841_0,37,0.9088,1.0,0.9088,0,0,0,1.0
13814,MZ322011,Unassigned,Unassigned,Unassigned,1468_0,Clustered,21,VC_1468_0,21,0.7099,1.0,0.7099,0,0,0,1.0
13815,MZ322012,Unassigned,Unassigned,Unassigned,1537_0,Clustered,46,VC_1537_0,46,1.0,0.0,0.0,0,0,0,1.0
13816,MZ322013,Unassigned,Unassigned,Unassigned,1224_0,Clustered,40,VC_1224_0,40,0.9157,1.0,0.9157,0,0,0,1.0
13817,MZ322014,Unassigned,Unassigned,Unassigned,1644_0,Clustered,81,VC_1644_0,81,1.0,0.0,0.0,0,0,0,1.0
13818,MZ322015,Unassigned,Unassigned,Unassigned,1386_0,Clustered,40,VC_1386_0,40,0.88,1.0,0.88,0,0,0,1.0
13819,MZ322016,Unassigned,Unassigned,Unassigned,252_0,Clustered,18,VC_252_0,18,0.6376,1.0,0.6376,0,0,0,1.0
13820,MZ322017,Unassigned,Unassigned,Unassigned,560_0,Clustered,16,VC_560_0,16,0.3603,1.0,0.3603,0,0,0,1.0
13821,MZ322018,Unassigned,Unassigned,Unassigned,1468_0,Clustered,21,VC_1468_0,21,0.7099,1.0,0.7099,0,0,0,1.0
13822,MZ322019,Unassigned,Unassigned,Unassigned,232_4,Clustered,13,VC_232_4,13,0.1647,1.0,0.1647,0,0,0,1.0
13823,MZ322020,Unassigned,Unassigned,Unassigned,1388_0,Clustered,16,VC_1388_0,16,0.4631,1.0,0.4631,0,0,0,1.0
13824,MZ322021,Unassigned,Unassigned,Unassigned,777_0,Clustered,3,VC_777_0,3,0.7585,0.98269244,0.7454,0,0,0,1.0
13825,MZ322022,Unassigned,Unassigned,Unassigned,841_0,Clustered,37,VC_841_0,37,0.9088,1.0,0.9088,0,0,0,1.0
13826,MZ322024,Unassigned,Unassigned,Unassigned,602_7,Clustered,28,VC_602_7,28,0.164,1.0,0.164,0,0,0,0.8439
13827,MZ322025,Unassigned,Unassigned,Unassigned,561_0,Clustered,109,VC_561_0,109,0.8533,1.0,0.8533,0,0,0,0.9958
13828,MZ322026,Unassigned,Unassigned,Unassigned,1652_0,Clustered,33,VC_1652_0,33,0.8565,1.0,0.8565,0,0,0,1.0
13829,MZ322027,Unassigned,Unassigned,Unassigned,1644_0,Clustered,81,VC_1644_0,81,1.0,0.0,0.0,0,0,0,1.0
13830,MZ322028,Unassigned,Unassigned,Unassigned,722_0,Clustered,16,VC_722_0,16,0.2985,1.0,0.2985,0,0,0,0.9
13831,MZ322319,Unassigned,Unassigned,Unassigned,943_0,Clustered,6,VC_943_0,6,0.1945,1.0,0.1945,0,0,0,1.0
13832,MZ322895,Unassigned,Unassigned,Unassigned,710_1,Clustered,45,VC_710_1,45,0.689,1.0,0.689,0,0,0,0.9313
13833,MZ326168,Unassigned,Unassigned,Unassigned,631_7,Clustered/Singleton,1,VC_631_7,1,0.0,0.0,0.0,0,0,0,1.0
13834,MZ326854,Unassigned,Unassigned,Unassigned,78_0,Clustered,12,VC_78_0,12,0.487,1.0,0.487,0,0,0,1.0
13835,MZ326855,Unassigned,Unassigned,Unassigned,643_0,Clustered,5,VC_643_0,5,0.4118,0.99999994,0.4118,0,0,0,1.0
13836,MZ326858,Unassigned,Unassigned,Unassigned,78_0,Clustered,12,VC_78_0,12,0.487,1.0,0.487,0,0,0,1.0
13837,MZ326859,Unassigned,Unassigned,Unassigned,713_0,Clustered,6,VC_713_0,6,0.5587,1.0,0.5587,0,0,0,1.0
13838,MZ326862,Unassigned,Unassigned,Unassigned,1217_0,Clustered,3,VC_1217_0,3,0.2896,0.99663426,0.2886,0,0,0,1.0
13839,MZ326863,Unassigned,Unassigned,Unassigned,74_0,Clustered,24,VC_74_0,24,0.6354,1.0,0.6354,0,0,0,1.0
13840,MZ326864,Unassigned,Unassigned,Unassigned,663_0,Clustered,3,VC_663_0,3,0.3296,0.99568218,0.3282,0,0,0,1.0
13841,MZ326865,Unassigned,Unassigned,Unassigned,737_0,Clustered,52,VC_737_0,52,0.807,1.0,0.807,0,0,0,1.0
13842,MZ326866,Unassigned,Unassigned,Unassigned,335_0,Clustered,3,VC_335_0,3,0.7047,0.99641288,0.7021,0,0,0,1.0
13843,MZ326868,Unassigned,Unassigned,Unassigned,549_1,Clustered,8,VC_549_1,8,0.6477,1.0,0.6477,0,0,0,1.0
13844,MZ327261,Unassigned,Unassigned,Unassigned,349_8,Clustered,4,VC_349_8,4,0.0157,0.99996966,0.0157,0,0,0,1.0
13845,MZ327262,Unassigned,Unassigned,Unassigned,349_8,Clustered,4,VC_349_8,4,0.0157,0.99996966,0.0157,0,0,0,1.0
13846,MZ333134,Unassigned,Unassigned,Unassigned,816_0,Clustered,9,VC_816_0,9,0.5439,1.0,0.5439,0,0,0,1.0
13847,MZ333135,Unassigned,Unassigned,Unassigned,122_0,Clustered,4,VC_122_0,4,0.1155,0.99997496,0.1155,0,0,0,1.0
13848,MZ333136,Unassigned,Unassigned,Unassigned,816_0,Clustered,9,VC_816_0,9,0.5439,1.0,0.5439,0,0,0,1.0
13849,MZ333456,Unassigned,Unassigned,Unassigned,790_0,Clustered,2,VC_790_0,2,0.2065,0.88683108,0.1832,0,0,0,1.0
13850,MZ333457,Unassigned,Unassigned,Unassigned,117_0,Clustered,36,VC_117_0,36,0.8415,1.0,0.8415,0,0,0,1.0
13851,MZ333458,Unassigned,Unassigned,Unassigned,790_0,Clustered,2,VC_790_0,2,0.2065,0.88683108,0.1832,0,0,0,1.0
13852,MZ333461,Unassigned,Unassigned,Unassigned,737_0,Clustered,52,VC_737_0,52,0.807,1.0,0.807,0,0,0,1.0
13853,MZ333462,Unassigned,Unassigned,Unassigned,100_0,Clustered,22,VC_100_0,22,0.6002,1.0,0.6002,0,0,0,1.0
13854,MZ334492,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13855,MZ334493,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13856,MZ334494,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13857,MZ334495,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13858,MZ334496,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13859,MZ334497,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13860,MZ334498,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13861,MZ334499,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13862,MZ334500,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13863,MZ334501,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13864,MZ334502,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13865,MZ334503,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13866,MZ334504,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13867,MZ334505,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13868,MZ334506,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13869,MZ334507,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13870,MZ334508,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13871,MZ334509,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13872,MZ334510,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13873,MZ334511,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13874,MZ334512,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13875,MZ334513,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13876,MZ334514,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13877,MZ334515,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13878,MZ334516,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
13879,MZ334517,Unassigned,Unassigned,Unassigned,329_0,Clustered,6,VC_329_0,6,0.1962,1.0,0.1962,0,0,0,1.0
13880,MZ334518,Unassigned,Unassigned,Unassigned,329_0,Clustered,6,VC_329_0,6,0.1962,1.0,0.1962,0,0,0,1.0
13881,MZ334519,Unassigned,Unassigned,Unassigned,329_0,Clustered,6,VC_329_0,6,0.1962,1.0,0.1962,0,0,0,1.0
13882,MZ334520,Unassigned,Unassigned,Unassigned,329_0,Clustered,6,VC_329_0,6,0.1962,1.0,0.1962,0,0,0,1.0
13883,MZ334523,Unassigned,Unassigned,Unassigned,331_1,Clustered,3,VC_331_1,3,0.3424,0.99625248,0.3411,0,0,0,1.0
13884,MZ334524,Unassigned,Unassigned,Unassigned,331_0,Clustered,2,VC_331_0,2,0.1686,0.81488798,0.1374,0,0,0,1.0
13885,MZ334525,Unassigned,Unassigned,Unassigned,330_0,Clustered,2,VC_330_0,2,0.0301,0.90872853,0.0274,0,0,0,1.0
13886,MZ334526,Unassigned,Unassigned,Unassigned,1285_0,Clustered,3,VC_1285_0,3,0.8848,0.98333333,0.8701,0,0,0,1.0
13887,MZ334527,Unassigned,Unassigned,Unassigned,1296_0,Clustered,2,VC_1296_0,2,0.1741,0.42857143,0.0746,0,0,0,1.0
13888,MZ336020,Unassigned,Unassigned,Unassigned,871_0,Clustered,12,VC_871_0,12,0.8444,1.0,0.8444,0,0,0,1.0
13889,MZ342906,Unassigned,Unassigned,Unassigned,898_0,Clustered,13,VC_898_0,13,0.233,1.0,0.233,0,0,0,1.0
13890,MZ345003,Unassigned,Unassigned,Unassigned,138_0,Clustered,17,VC_138_0,17,0.8718,1.0,0.8718,0,0,0,1.0
13891,MZ348421,Unassigned,Unassigned,Unassigned,1123_0,Clustered,10,VC_1123_0,10,0.5864,1.0,0.5864,0,0,0,1.0
13892,MZ348422,Unassigned,Unassigned,Unassigned,465_2,Clustered,4,VC_465_2,4,0.0766,0.99981824,0.0766,0,0,0,0.6667
13893,MZ348423,Unassigned,Unassigned,Unassigned,522_1,Clustered,5,VC_522_1,5,0.0424,0.99999993,0.0424,0,0,0,1.0
13894,MZ348425,Unassigned,Unassigned,Unassigned,895_0,Clustered,5,VC_895_0,5,0.7845,0.99999982,0.7845,0,0,0,1.0
13895,MZ348426,Unassigned,Unassigned,Unassigned,81_3,Clustered,11,VC_81_3,11,0.2538,1.0,0.2538,0,0,0,1.0
13896,MZ355721,Unassigned,Unassigned,Unassigned,250_0,Clustered,74,VC_250_0,74,0.8146,1.0,0.8146,0,0,0,1.0
13897,MZ355722,Unassigned,Unassigned,Unassigned,346_45,Clustered,2,VC_346_45,2,0.0059,0.91507531,0.0054,0,0,0,1.0
13898,MZ355723,Unassigned,Unassigned,Unassigned,560_0,Clustered,16,VC_560_0,16,0.3603,1.0,0.3603,0,0,0,1.0
13899,MZ355724,Unassigned,Unassigned,Unassigned,1175_0,Clustered,7,VC_1175_0,7,0.3416,1.0,0.3416,0,0,0,1.0
13900,MZ355725,Unassigned,Unassigned,Unassigned,561_0,Clustered,109,VC_561_0,109,0.8533,1.0,0.8533,0,0,0,0.9958
13901,MZ355726,Unassigned,Unassigned,Unassigned,346_32,Clustered,2,VC_346_32,2,0.0045,0.91506502,0.0041,0,0,0,1.0
13902,MZ355728,Unassigned,Unassigned,Unassigned,232_6,Clustered,42,VC_232_6,42,0.471,1.0,0.471,0,0,0,0.8304
13903,MZ358387,Unassigned,Unassigned,Unassigned,856_2,Clustered,39,VC_856_2,39,0.5821,1.0,0.5821,0,0,0,0.9825
13904,MZ359091,Unassigned,Unassigned,Unassigned,104_0,Clustered,33,VC_104_0,33,0.7342,1.0,0.7342,0,0,0,1.0
