Genome,VC.Status,Realm,Kingdom,Phylum,Class,Order,Family,VC
Ettinger_c_000005284336,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005288020,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005296372,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005297748,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005306750,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005308450,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005308971,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005309236,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005314755,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005320219,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005323214,Singleton,Varidnaviria,Bamfordvirae,Preplasmiviricota,Maveriviricetes,Priklausovirales,Lavidaviridae,
Ettinger_c_000005326451,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,Unclassified,
Ettinger_c_000005387093,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,Unclassified,
Ettinger_c_000005389406,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005427644,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005461293,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005465945,Overlap (VC_919/VC_921),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005469033,Overlap (VC_935/VC_936),Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005482695,Singleton,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Unclassified,Unclassified,
Ettinger_c_000005491225,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005493237,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005499322,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005499538,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005502631,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005503424,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Fraser2023_k141_349698,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Fraser2023_k141_787347,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Fraser_k141_1474757,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Fraser_k141_3363438,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Fraser_k141_3720017,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1007961,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_1035534,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_106453,Outlier,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_1065816,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1145532,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1146582,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1233133,Overlap (VC_792/VC_793),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1326277,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1373072,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1428695,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_1437209,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1508536,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1510793,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1627918,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_1629337,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_164903,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1673186,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_1678810,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1767438,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1786313,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1797910,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,Unclassified,
Miranda_k141_1826629,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_1846384,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1889026,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1904334,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_1976452,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_197888,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_2008289,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_2096649,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_215287,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_2159471,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_2159960,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_2160398,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae,Unclassified,
Miranda_k141_2169760,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_2200370,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_2218537,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_2311659,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_2341473,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Zobellviridae,Unclassified,
Miranda_k141_2344694,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_2360039,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_2423603,Singleton,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Unclassified,Unclassified,
Miranda_k141_2433219,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_2434345,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_2514987,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_2556813,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae,Unclassified,
Miranda_k141_2661021,Outlier,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,
Miranda_k141_267379,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_2814027,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_2878392,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_2879606,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_29186,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_297062,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_3023436,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_3088970,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_3136174,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_3141725,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_315942,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_317139,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_3266306,Singleton,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,
Miranda_k141_3326878,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_3366954,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_3412575,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_3459198,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_3514046,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_352525,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_3622965,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_364380,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_3744076,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_3794474,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_3839443,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_3867725,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_3880275,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_3970930,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_4108618,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_4209072,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_4227329,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_4230348,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_4230449,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_4243214,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_4288790,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_4319455,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_4342063,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_4354272,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Unclassified,
Miranda_k141_436017,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Unclassified,
Miranda_k141_442941,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_4573849,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_4574868,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_4577958,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_4598298,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_4613493,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_471008,Singleton,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,
Miranda_k141_4736981,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_4767836,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_489172,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_4900595,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_4914955,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Unclassified,
Miranda_k141_5022709,Overlap (VC_1009/VC_1011),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_5043386,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_5056536,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_5165107,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_5230845,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_5257482,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_5319387,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_5331114,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_5341252,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_537840,Outlier,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_5385280,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_5547109,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_5608981,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_5625982,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_5677545,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_5700192,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_5733526,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_5783570,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_5806847,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_5826931,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_6127301,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_6129950,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_6149600,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_6204275,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_6217810,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_6220477,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_6316993,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_6411592,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_6427765,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_6446755,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_6454701,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_6515076,Singleton,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,
Miranda_k141_6547546,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Miranda_k141_6566499,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_6580937,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_6587497,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_6615877,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_6623222,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_6668980,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Miranda_k141_6680562,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
