user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Bin_METABAT__470_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliishimia;s__	N/A	N/A	N/A	N/A	N/A	GCF_004803475.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliishimia;s__Aliishimia ponticola	76.52	0.154	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliishimia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	87.41	11	0.97007	N/A
Bin_METABAT__49_1-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002723275.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__GCA-2723275;s__GCA-2723275 sp002723275	75.06	0.01	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	79.67	11	0.82474	N/A
Bin_METABAT__5-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Croceitalea;s__	N/A	N/A	N/A	N/A	N/A	GCF_001306415.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Croceitalea;s__Croceitalea dokdonensis	77.28	0.201	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Croceitalea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013001145.1, s__Croceitalea sp013001145, 95.0, 76.91, 0.185	70.21	11	0.96033	N/A
Bin_METABAT__52_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.06	11	0.7416	N/A
Bin_METABAT__57-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2862085;s__	N/A	N/A	N/A	N/A	N/A	GCA_007751475.1	95.0	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2862085;s__GCA-2862085 sp007751475	78.12	0.249	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2862085;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016779205.1, s__GCA-2862085 sp016779205, 95.0, 77.61, 0.261; GCA_002862085.1, s__GCA-2862085 sp002862085, 95.0, 77.53, 0.297; GCA_905480285.1, s__GCA-2862085 sp905480285, 95.0, 76.94, 0.234	69.4	11	0.94468	N/A
Bin_METABAT__60-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Amoebophilaceae;g__UBA8403;s__	N/A	N/A	N/A	N/A	N/A	GCA_002325615.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Amoebophilaceae;g__UBA8403;s__UBA8403 sp002325615	79.57	0.651	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Amoebophilaceae;g__UBA8403;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_011524725.1, s__UBA8403 sp011524725, 95.0, 77.04, 0.282; GCA_905479855.1, s__UBA8403 sp905479855, 95.0, 75.92, 0.062	69.16	11	0.9278	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__62_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	ANI	classification based on placement in class-level tree	GCA_013002205.1, s__Granulosicoccus sp013002205, 95.0, 76.89, 0.07; GCF_002215215.1, s__Granulosicoccus antarcticus, 95.0, 76.65, 0.069; GCA_002746645.1, s__Granulosicoccus sp002746645, 95.0, 75.63, 0.021	90.55	11	0.94047	N/A
Bin_METABAT__64_1-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__CAJQQY01;s__	N/A	N/A	N/A	N/A	N/A	GCA_905480595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__CAJQQY01;s__CAJQQY01 sp905480595	82.67	0.691	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__CAJQQY01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	88.2	11	0.98297	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__69_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__UBA1858;s__	N/A	N/A	N/A	N/A	N/A	GCA_002338385.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__UBA1858;s__UBA1858 sp002338385	76.04	0.045	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__UBA1858;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	85.01	11	0.90971	N/A
Bin_METABAT__71-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	ANI	classification based on placement in class-level tree	GCF_000014045.1, s__Roseobacter denitrificans, 95.0, 77.34, 0.292; GCF_000154785.2, s__Roseobacter litoralis, 95.0, 77.19, 0.259; GCF_012932215.1, s__Roseobacter ponti, 95.0, 77.07, 0.227; GCF_015644665.1, s__Roseobacter sp015644665, 95.0, 76.96, 0.237; GCF_014337925.1, s__Roseobacter litoralis_A, 95.0, 76.95, 0.191; GCF_009811755.1, s__Roseobacter cerasinus, 95.0, 76.49, 0.192	58.8	11	0.98386	N/A
Bin_METABAT__73-contigs.cleaned	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Phormidesmis;s__	N/A	N/A	N/A	N/A	N/A	GCA_001314865.1	95.0	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Phormidesmis;s__Phormidesmis priestleyi_B	77.04	0.19	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Phormidesmis;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_012033015.1, s__Phormidesmis sp012033015, 95.0, 77.05, 0.174; GCA_003242115.1, s__Phormidesmis priestleyi_A, 95.0, 76.9, 0.204; GCF_015207105.1, s__Phormidesmis sp015207105, 95.0, 76.89, 0.108; GCF_002286735.1, s__Phormidesmis sp002286735, 95.0, 76.82, 0.17; GCA_003242035.1, s__Phormidesmis foveolarum, 95.0, 76.82, 0.166; GCF_000155595.1, s__Phormidesmis sp000155595, 95.0, 76.82, 0.089	90.07	11	0.9669	N/A
Bin_METABAT__79-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Congregibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_002428935.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Congregibacter;s__Congregibacter sp002428935	76.8	0.078	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Congregibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000153125.2, s__Congregibacter litoralis, 95.0, 76.98, 0.106; GCA_000158155.1, s__Congregibacter sp000158155, 95.0, 76.78, 0.105	94.14	11	0.94903	N/A
Bin_METABAT__82_1-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Mariniblastus;s__	N/A	N/A	N/A	N/A	N/A	GCF_008087665.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Mariniblastus;s__Mariniblastus fucicola	77.67	0.166	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Mariniblastus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_011523945.1, s__Mariniblastus sp011523945, 95.0, 76.17, 0.022; GCA_011087765.1, s__Mariniblastus sp011087765, 95.0, 76.14, 0.017; GCA_014237975.1, s__Mariniblastus sp014237975, 95.0, 75.64, 0.013	72.9	11	0.98165	N/A
Bin_METABAT__83_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__JACOMS01;s__	N/A	N/A	N/A	N/A	N/A	GCA_014324115.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__JACOMS01;s__JACOMS01 sp014324115	75.11	0.037	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__JACOMS01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_014238285.1, s__JACOMS01 sp014238285, 95.0, 76.12, 0.07; GCA_013002305.1, s__JACOMS01 sp013002305, 95.0, 76.08, 0.065	84.15	11	0.93678	N/A
Bin_METABAT__84_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	ANI	classification based on placement in class-level tree	GCF_002215215.1, s__Granulosicoccus antarcticus, 95.0, 76.48, 0.074; GCA_013002205.1, s__Granulosicoccus sp013002205, 95.0, 76.45, 0.082; GCA_002746645.1, s__Granulosicoccus sp002746645, 95.0, 75.99, 0.029	91.78	11	0.93651	N/A
Bin_METABAT__86_sub_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Limibaculum;s__	N/A	N/A	N/A	N/A	N/A	GCF_016623495.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Limibaculum;s__Limibaculum sp016623495	76.42	0.112	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Limibaculum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	88.11	11	0.8675	N/A
Bin_METABAT__87_1-contigs.cleaned	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__SZUA-35;g__SZUA-35;s__	N/A	N/A	N/A	N/A	N/A	GCA_003231975.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__SZUA-35;g__SZUA-35;s__SZUA-35 sp003231975	76.12	0.084	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__SZUA-35;g__SZUA-35;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	79.43	11	0.90718	N/A
Bin_METABAT__91-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__GCA-2746425;g__GCA-2746425;s__	N/A	N/A	N/A	N/A	N/A	GCA_016865015.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__GCA-2746425;g__GCA-2746425;s__GCA-2746425 sp016865015	77.3	0.123	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__GCA-2746425;g__GCA-2746425;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002746425.1, s__GCA-2746425 sp002746425, 95.0, 76.89, 0.078	91.62	11	0.96548	N/A
Bin_METABAT__92_1-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__GCA-2684655;s__	N/A	N/A	N/A	N/A	N/A	GCA_002684655.1	95.0	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__GCA-2684655;s__GCA-2684655 sp002684655	78.03	0.348	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__GCA-2684655;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_011051855.1, s__GCA-2684655 sp011051855, 95.0, 79.01, 0.515	87.03	11	0.96799	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__94-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	96.45	11	0.69719	N/A
Bin_METABAT__97-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABDJM01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013002475.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABDJM01;s__JABDJM01 sp013002475	75.24	0.005	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABDJM01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	94.92	11	0.86017	N/A
Bin_METABAT__99_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	70.63	11	0.9032	N/A
Bin_METABAT__9_1-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Putridiphycobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_003234935.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Putridiphycobacter;s__Putridiphycobacter roseus	77.5	0.209	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Putridiphycobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_015662905.1, s__Putridiphycobacter sp015662905, 95.0, 76.29, 0.102	97.56	11	0.93846	N/A
